user_id,timestamp,cell_id,data_MB,voice_min,sms_count,signal_strength,location_change,is_weekend,hour_of_day
U015,2025-04-03 08:00:00,C124,24.22,1.24,0,-91.1,0,0,8
U015,2025-04-03 09:00:00,C124,51.36,0.97,0,-77.0,0,0,9
U015,2025-04-03 10:00:00,C124,35.22,4.85,0,-88.1,0,0,10
U015,2025-04-03 11:00:00,C124,5.26,0.58,0,-88.8,0,0,11
U015,2025-04-03 12:00:00,C124,31.08,0.0,0,-82.4,0,0,12
U015,2025-04-03 13:00:00,C124,2.13,0.0,0,-83.1,0,0,13
U015,2025-04-03 14:00:00,C124,0.5,7.24,0,-97.3,0,0,14
U015,2025-04-03 15:00:00,C124,4.81,2.83,0,-82.6,0,0,15
U015,2025-04-03 16:00:00,C124,5.3,0.0,2,-86.9,0,0,16
U015,2025-04-03 17:00:00,C124,2.85,7.22,0,-85.0,0,0,17
U015,2025-04-03 18:00:00,C124,13.16,0.15,1,-84.8,0,0,18
U015,2025-04-03 19:00:00,C124,20.92,0.0,0,-83.7,0,0,19
U015,2025-04-03 20:00:00,C124,104.14,6.23,0,-83.9,0,0,20
U015,2025-04-03 21:00:00,C124,39.63,0.0,0,-86.4,0,0,21
U015,2025-04-03 22:00:00,C124,1.5,2.39,1,-94.9,0,0,22
U015,2025-04-03 23:00:00,C124,19.25,0.0,0,-86.8,0,0,23
U015,2025-04-04 00:00:00,C124,16.4,5.06,0,-81.6,0,0,0
U015,2025-04-04 01:00:00,C124,29.43,0.13,0,-86.1,0,0,1
U015,2025-04-04 02:00:00,C124,55.16,0.08,0,-98.7,0,0,2
U015,2025-04-04 03:00:00,C124,45.93,2.53,0,-85.4,0,0,3
U015,2025-04-04 04:00:00,C124,85.36,3.83,0,-88.9,0,0,4
U015,2025-04-04 05:00:00,C124,3.63,3.34,0,-85.4,0,0,5
U015,2025-04-04 06:00:00,C124,103.57,8.33,1,-83.4,0,0,6
U015,2025-04-04 07:00:00,C124,17.1,0.0,0,-79.6,0,0,7
U015,2025-04-04 08:00:00,C124,5.34,0.62,0,-80.5,0,0,8
U015,2025-04-04 09:00:00,C124,7.42,1.84,0,-88.1,0,0,9
U015,2025-04-04 10:00:00,C124,0.26,2.98,0,-78.2,0,0,10
U015,2025-04-04 11:00:00,C124,87.42,3.72,0,-81.6,0,0,11
U015,2025-04-04 12:00:00,C124,0.49,3.11,0,-77.9,0,0,12
U015,2025-04-04 13:00:00,C146,125.8,0.0,0,-85.3,1,0,13
U015,2025-04-04 14:00:00,C146,6.63,0.0,0,-90.6,0,0,14
U015,2025-04-04 15:00:00,C146,5.66,1.93,0,-84.6,0,0,15
U015,2025-04-04 16:00:00,C146,34.07,4.31,0,-87.0,0,0,16
U015,2025-04-04 17:00:00,C146,17.58,1.33,3,-86.5,0,0,17
U015,2025-04-04 18:00:00,C146,60.93,0.0,0,-83.2,0,0,18
U015,2025-04-04 19:00:00,C146,29.12,0.0,0,-78.6,0,0,19
U015,2025-04-04 20:00:00,C146,2.27,0.0,0,-78.6,0,0,20
U015,2025-04-04 21:00:00,C146,111.6,6.63,1,-79.5,0,0,21
U015,2025-04-04 22:00:00,C146,22.55,0.02,0,-82.7,0,0,22
U015,2025-04-04 23:00:00,C146,17.09,6.48,0,-82.5,0,0,23
U015,2025-04-05 00:00:00,C146,24.17,11.52,0,-87.7,0,1,0
U015,2025-04-05 01:00:00,C146,11.72,6.49,0,-92.4,0,1,1
U015,2025-04-05 02:00:00,C146,14.98,6.53,0,-89.5,0,1,2
U015,2025-04-05 03:00:00,C146,36.22,6.91,3,-78.5,0,1,3
U015,2025-04-05 04:00:00,C184,3.68,0.0,0,-78.2,1,1,4
U015,2025-04-05 05:00:00,C184,8.28,7.8,0,-90.5,0,1,5
U015,2025-04-05 06:00:00,C184,43.14,4.33,0,-81.2,0,1,6
U015,2025-04-05 07:00:00,C184,4.94,2.82,0,-90.2,0,1,7
U015,2025-04-05 08:00:00,C184,30.65,0.54,0,-84.0,0,1,8
U015,2025-04-05 09:00:00,C184,19.69,1.72,0,-83.1,0,1,9
U015,2025-04-05 10:00:00,C184,93.65,3.53,0,-87.6,0,1,10
U015,2025-04-05 11:00:00,C184,1.0,0.64,1,-81.7,0,1,11
U015,2025-04-05 12:00:00,C184,38.61,15.69,2,-90.1,0,1,12
U015,2025-04-05 13:00:00,C184,40.01,6.66,0,-80.7,0,1,13
U015,2025-04-05 14:00:00,C184,0.2,0.0,0,-85.2,0,1,14
U015,2025-04-05 15:00:00,C184,28.35,0.0,0,-84.1,0,1,15
U015,2025-04-05 16:00:00,C184,42.12,12.28,0,-80.6,0,1,16
U015,2025-04-05 17:00:00,C184,34.55,0.0,0,-78.2,0,1,17
U015,2025-04-05 18:00:00,C184,52.52,0.0,0,-78.3,0,1,18
U015,2025-04-05 19:00:00,C184,113.61,4.93,1,-78.8,0,1,19
U015,2025-04-05 20:00:00,C184,61.61,0.0,0,-93.4,0,1,20
U015,2025-04-05 21:00:00,C184,54.85,2.35,0,-90.8,0,1,21
U015,2025-04-05 22:00:00,C184,6.62,4.59,0,-87.1,0,1,22
U015,2025-04-05 23:00:00,C184,2.39,0.0,0,-86.9,0,1,23
U015,2025-04-06 00:00:00,C184,149.46,1.52,0,-81.1,0,1,0
U015,2025-04-06 01:00:00,C184,4.41,12.58,0,-83.1,0,1,1
U015,2025-04-06 02:00:00,C184,12.68,0.0,0,-87.5,0,1,2
U015,2025-04-06 03:00:00,C184,19.92,0.28,0,-87.6,0,1,3
U015,2025-04-06 04:00:00,C184,102.25,2.84,0,-93.1,0,1,4
U015,2025-04-06 05:00:00,C184,5.23,5.57,1,-82.5,0,1,5
U015,2025-04-06 06:00:00,C184,11.88,6.81,0,-92.5,0,1,6
U015,2025-04-06 07:00:00,C184,40.98,5.72,0,-84.1,0,1,7
U015,2025-04-06 08:00:00,C194,12.08,12.67,3,-83.6,1,1,8
U015,2025-04-06 09:00:00,C194,12.05,0.0,0,-78.2,0,1,9
U015,2025-04-06 10:00:00,C194,2.57,1.76,0,-84.5,0,1,10
U015,2025-04-06 11:00:00,C194,15.39,2.03,0,-80.4,0,1,11
U015,2025-04-06 12:00:00,C145,2.58,3.59,0,-79.6,1,1,12
U015,2025-04-06 13:00:00,C145,36.16,3.98,0,-87.7,0,1,13
U015,2025-04-06 14:00:00,C145,101.57,0.54,0,-83.9,0,1,14
U015,2025-04-06 15:00:00,C145,45.7,2.03,0,-88.8,0,1,15
U015,2025-04-06 16:00:00,C145,24.91,4.7,0,-85.8,0,1,16
U015,2025-04-06 17:00:00,C118,17.5,8.47,0,-81.5,1,1,17
U015,2025-04-06 18:00:00,C145,25.92,21.49,0,-87.9,1,1,18
U015,2025-04-06 19:00:00,C145,2.83,0.48,0,-82.0,0,1,19
U015,2025-04-06 20:00:00,C145,18.26,0.0,0,-84.4,0,1,20
U015,2025-04-06 21:00:00,C145,40.01,23.61,1,-94.0,0,1,21
U015,2025-04-06 22:00:00,C145,28.98,0.0,0,-87.8,0,1,22
U015,2025-04-06 23:00:00,C145,4.12,0.0,0,-89.7,0,1,23
U015,2025-04-07 00:00:00,C145,17.32,17.22,0,-80.4,0,0,0
U015,2025-04-07 01:00:00,C145,2.91,1.68,0,-81.6,0,0,1
U015,2025-04-07 02:00:00,C117,41.16,0.0,3,-91.1,1,0,2
U015,2025-04-07 03:00:00,C117,49.06,0.0,0,-79.6,0,0,3
U015,2025-04-07 04:00:00,C117,0.07,30.92,0,-88.1,0,0,4
U015,2025-04-07 05:00:00,C117,22.08,7.09,1,-85.4,0,0,5
U015,2025-04-07 06:00:00,C117,10.06,9.72,0,-80.4,0,0,6
U015,2025-04-07 07:00:00,C117,6.8,9.79,0,-80.0,0,0,7
U015,2025-04-07 08:00:00,C117,20.45,0.58,0,-83.2,0,0,8
U015,2025-04-07 09:00:00,C117,48.64,0.0,0,-88.0,0,0,9
U015,2025-04-07 10:00:00,C117,33.94,1.96,0,-86.5,0,0,10
U015,2025-04-07 11:00:00,C117,7.62,10.58,1,-76.6,0,0,11
U015,2025-04-07 12:00:00,C117,67.86,0.09,0,-79.0,0,0,12
U015,2025-04-07 13:00:00,C117,52.68,2.58,0,-86.5,0,0,13
U015,2025-04-07 14:00:00,C117,30.75,0.0,0,-90.3,0,0,14
U015,2025-04-07 15:00:00,C117,124.79,6.96,0,-76.5,0,0,15
U015,2025-04-07 16:00:00,C117,25.86,1.7,2,-89.4,0,0,16
U015,2025-04-07 17:00:00,C117,3.13,4.86,0,-83.7,0,0,17
U015,2025-04-07 18:00:00,C117,14.15,2.52,0,-92.3,0,0,18
U015,2025-04-07 19:00:00,C117,3.9,0.22,0,-88.0,0,0,19
U015,2025-04-07 20:00:00,C164,14.15,5.67,0,-79.5,1,0,20
U015,2025-04-07 21:00:00,C164,25.82,4.32,0,-86.7,0,0,21
U015,2025-04-07 22:00:00,C164,17.84,12.1,0,-91.3,0,0,22
U015,2025-04-07 23:00:00,C164,68.4,12.13,0,-85.7,0,0,23
U016,2025-04-01 00:00:00,C197,36.07,14.2,0,-95.8,0,0,0
U016,2025-04-01 01:00:00,C197,0.16,7.88,0,-80.9,0,0,1
U016,2025-04-01 02:00:00,C197,2.07,3.44,0,-77.5,0,0,2
U016,2025-04-01 03:00:00,C197,51.84,3.03,0,-78.9,0,0,3
U016,2025-04-01 04:00:00,C197,46.46,0.0,2,-82.6,0,0,4
U016,2025-04-01 05:00:00,C197,1.64,1.0,1,-88.2,0,0,5
U016,2025-04-01 06:00:00,C197,11.15,1.38,0,-84.6,0,0,6
U016,2025-04-01 07:00:00,C197,0.75,0.93,0,-83.8,0,0,7
U016,2025-04-01 08:00:00,C197,25.59,2.01,0,-74.9,0,0,8
U016,2025-04-01 09:00:00,C197,14.13,0.02,0,-86.1,0,0,9
U016,2025-04-01 10:00:00,C197,71.92,6.27,0,-79.7,0,0,10
U016,2025-04-01 11:00:00,C105,49.41,5.87,0,-83.2,1,0,11
U016,2025-04-01 12:00:00,C105,15.31,5.47,2,-85.3,0,0,12
U016,2025-04-01 13:00:00,C105,34.35,10.04,0,-81.9,0,0,13
U016,2025-04-01 14:00:00,C105,38.28,0.03,2,-82.3,0,0,14
U016,2025-04-01 15:00:00,C105,24.17,13.33,0,-85.8,0,0,15
U016,2025-04-01 16:00:00,C105,71.77,0.0,0,-96.4,0,0,16
U016,2025-04-01 17:00:00,C105,20.26,11.3,1,-87.2,0,0,17
U016,2025-04-01 18:00:00,C105,72.74,6.31,0,-90.3,0,0,18
U016,2025-04-01 19:00:00,C105,1.15,3.45,2,-86.3,0,0,19
U016,2025-04-01 20:00:00,C105,16.05,0.75,0,-86.9,0,0,20
U016,2025-04-01 21:00:00,C105,0.42,0.0,0,-84.1,0,0,21
U016,2025-04-01 22:00:00,C105,15.77,2.43,0,-88.3,0,0,22
U016,2025-04-01 23:00:00,C105,33.23,0.0,0,-80.9,0,0,23
U016,2025-04-02 00:00:00,C105,41.08,8.63,0,-82.4,0,0,0
U016,2025-04-02 01:00:00,C105,60.02,0.0,0,-84.3,0,0,1
U016,2025-04-02 02:00:00,C105,11.72,0.62,0,-86.3,0,0,2
U016,2025-04-02 03:00:00,C105,11.73,2.4,2,-84.3,0,0,3
U016,2025-04-02 04:00:00,C105,45.36,0.0,0,-77.3,0,0,4
U016,2025-04-02 05:00:00,C105,18.95,17.36,0,-82.3,0,0,5
U016,2025-04-02 06:00:00,C105,9.97,0.0,0,-78.7,0,0,6
U016,2025-04-02 07:00:00,C105,17.1,2.93,0,-86.5,0,0,7
U016,2025-04-02 08:00:00,C172,24.27,0.0,0,-84.1,1,0,8
U016,2025-04-02 09:00:00,C172,1.35,20.9,0,-92.4,0,0,9
U016,2025-04-02 10:00:00,C172,88.08,21.02,0,-84.5,0,0,10
U016,2025-04-02 11:00:00,C172,18.57,0.72,0,-85.6,0,0,11
U016,2025-04-02 12:00:00,C172,12.29,1.68,1,-86.9,0,0,12
U016,2025-04-02 13:00:00,C172,66.27,0.0,0,-80.8,0,0,13
U016,2025-04-02 14:00:00,C172,6.78,2.45,0,-81.7,0,0,14
U016,2025-04-02 15:00:00,C172,12.88,0.24,0,-85.2,0,0,15
U016,2025-04-02 16:00:00,C172,39.3,4.34,0,-74.7,0,0,16
U016,2025-04-02 17:00:00,C172,3.5,0.83,2,-93.2,0,0,17
U016,2025-04-02 18:00:00,C172,16.12,0.0,0,-87.9,0,0,18
U016,2025-04-02 19:00:00,C172,49.94,13.58,0,-92.0,0,0,19
U016,2025-04-02 20:00:00,C172,42.99,11.1,0,-89.7,0,0,20
U016,2025-04-02 21:00:00,C172,28.97,7.66,0,-88.7,0,0,21
U016,2025-04-02 22:00:00,C172,3.69,1.98,0,-92.9,0,0,22
U016,2025-04-02 23:00:00,C172,13.72,7.67,0,-84.4,0,0,23
U016,2025-04-03 00:00:00,C172,37.66,0.69,0,-79.0,0,0,0
U016,2025-04-03 01:00:00,C172,52.55,3.79,2,-92.5,0,0,1
U016,2025-04-03 02:00:00,C172,10.16,0.33,0,-84.8,0,0,2
U016,2025-04-03 03:00:00,C172,46.9,0.0,0,-83.3,0,0,3
U016,2025-04-03 04:00:00,C172,31.98,0.07,0,-79.2,0,0,4
U016,2025-04-03 05:00:00,C172,19.16,0.33,0,-82.5,0,0,5
U016,2025-04-03 06:00:00,C172,51.71,15.52,0,-94.0,0,0,6
U016,2025-04-03 07:00:00,C166,19.55,0.0,0,-89.1,1,0,7
U016,2025-04-03 08:00:00,C166,7.25,0.0,1,-85.7,0,0,8
U016,2025-04-03 09:00:00,C166,9.03,5.33,2,-80.6,0,0,9
U016,2025-04-03 10:00:00,C166,28.14,1.23,0,-89.2,0,0,10
U016,2025-04-03 11:00:00,C166,2.63,3.2,0,-84.1,0,0,11
U016,2025-04-03 12:00:00,C166,5.99,8.53,0,-84.3,0,0,12
U016,2025-04-03 13:00:00,C166,15.95,9.89,0,-80.9,0,0,13
U016,2025-04-03 14:00:00,C166,3.53,2.15,0,-99.2,0,0,14
U016,2025-04-03 15:00:00,C166,13.1,2.12,0,-83.6,0,0,15
U016,2025-04-03 16:00:00,C166,57.15,0.36,0,-84.3,0,0,16
U016,2025-04-03 17:00:00,C166,35.87,2.32,0,-72.8,0,0,17
U016,2025-04-03 18:00:00,C166,6.74,0.0,0,-80.2,0,0,18
U016,2025-04-03 19:00:00,C166,30.98,1.78,0,-87.7,0,0,19
U016,2025-04-03 20:00:00,C146,15.29,13.36,0,-87.2,1,0,20
U016,2025-04-03 21:00:00,C146,4.02,4.94,0,-81.0,0,0,21
U016,2025-04-03 22:00:00,C146,48.3,0.93,0,-79.5,0,0,22
U016,2025-04-03 23:00:00,C146,56.63,12.64,0,-75.0,0,0,23
U016,2025-04-04 00:00:00,C146,37.09,0.0,0,-85.2,0,0,0
U016,2025-04-04 01:00:00,C180,15.26,0.0,0,-76.7,1,0,1
U016,2025-04-04 02:00:00,C180,49.26,2.41,0,-83.3,0,0,2
U016,2025-04-04 03:00:00,C180,16.07,4.5,0,-77.5,0,0,3
U016,2025-04-04 04:00:00,C180,29.81,0.0,1,-85.9,0,0,4
U016,2025-04-04 05:00:00,C180,23.4,0.0,0,-81.3,0,0,5
U016,2025-04-04 06:00:00,C180,82.72,7.89,0,-92.0,0,0,6
U016,2025-04-04 07:00:00,C180,15.61,0.0,0,-79.2,0,0,7
U016,2025-04-04 08:00:00,C180,17.06,0.03,0,-85.6,0,0,8
U016,2025-04-04 09:00:00,C180,11.74,2.29,2,-84.8,0,0,9
U016,2025-04-04 10:00:00,C180,39.84,13.64,0,-85.9,0,0,10
U016,2025-04-04 11:00:00,C180,4.1,2.7,0,-86.6,0,0,11
U016,2025-04-04 12:00:00,C180,138.4,3.44,0,-77.4,0,0,12
U016,2025-04-04 13:00:00,C180,2.88,0.24,0,-77.2,0,0,13
U016,2025-04-04 14:00:00,C180,73.09,0.0,0,-89.9,0,0,14
U016,2025-04-04 15:00:00,C180,16.99,1.59,1,-85.4,0,0,15
U016,2025-04-04 16:00:00,C180,0.22,3.35,0,-90.7,0,0,16
U016,2025-04-04 17:00:00,C180,43.83,2.72,0,-85.9,0,0,17
U016,2025-04-04 18:00:00,C180,13.77,5.96,0,-89.2,0,0,18
U016,2025-04-04 19:00:00,C180,85.54,0.0,0,-93.7,0,0,19
U016,2025-04-04 20:00:00,C180,32.94,7.02,0,-88.4,0,0,20
U016,2025-04-04 21:00:00,C180,31.36,4.37,0,-90.3,0,0,21
U016,2025-04-04 22:00:00,C180,31.4,0.0,0,-74.3,0,0,22
U016,2025-04-04 23:00:00,C180,11.12,0.0,1,-82.9,0,0,23
U016,2025-04-05 00:00:00,C180,23.89,0.0,0,-82.0,0,1,0
U016,2025-04-05 01:00:00,C180,37.79,2.34,1,-90.6,0,1,1
U016,2025-04-05 02:00:00,C180,3.78,2.54,0,-85.2,0,1,2
U016,2025-04-05 03:00:00,C180,4.22,13.48,1,-89.7,0,1,3
U016,2025-04-05 04:00:00,C180,56.34,2.95,0,-92.0,0,1,4
U016,2025-04-05 05:00:00,C180,3.4,23.24,0,-87.6,0,1,5
U016,2025-04-05 06:00:00,C180,69.98,31.99,0,-81.2,0,1,6
U016,2025-04-05 07:00:00,C180,115.65,0.25,0,-79.9,0,1,7
U016,2025-04-05 08:00:00,C180,33.33,0.0,0,-83.1,0,1,8
U016,2025-04-05 09:00:00,C180,33.12,0.89,0,-85.4,0,1,9
U016,2025-04-05 10:00:00,C180,20.43,0.0,0,-78.5,0,1,10
U016,2025-04-05 11:00:00,C180,12.86,0.0,3,-87.6,0,1,11
U016,2025-04-05 12:00:00,C191,10.94,0.8,0,-88.5,1,1,12
U016,2025-04-05 13:00:00,C191,14.34,3.5,0,-85.5,0,1,13
U016,2025-04-05 14:00:00,C191,1.14,0.0,0,-86.5,0,1,14
U016,2025-04-05 15:00:00,C191,16.18,2.93,0,-74.8,0,1,15
U016,2025-04-05 16:00:00,C172,15.42,4.6,1,-78.5,1,1,16
U016,2025-04-05 17:00:00,C172,36.63,0.0,0,-86.8,0,1,17
U016,2025-04-05 18:00:00,C172,8.14,4.0,0,-81.8,0,1,18
U016,2025-04-05 19:00:00,C172,23.88,0.0,0,-83.9,0,1,19
U016,2025-04-05 20:00:00,C171,5.26,3.92,0,-80.3,1,1,20
U016,2025-04-05 21:00:00,C171,37.29,0.0,2,-88.8,0,1,21
U016,2025-04-05 22:00:00,C171,82.41,0.0,1,-79.9,0,1,22
U016,2025-04-05 23:00:00,C171,48.44,0.28,2,-82.8,0,1,23
U016,2025-04-06 00:00:00,C171,25.28,0.5,1,-94.4,0,1,0
U016,2025-04-06 01:00:00,C171,13.47,3.32,0,-79.1,0,1,1
U016,2025-04-06 02:00:00,C171,27.72,0.0,0,-86.8,0,1,2
U016,2025-04-06 03:00:00,C171,1.14,0.62,0,-91.2,0,1,3
U016,2025-04-06 04:00:00,C171,12.66,0.0,0,-81.2,0,1,4
U016,2025-04-06 05:00:00,C171,26.17,0.0,0,-84.0,0,1,5
U016,2025-04-06 06:00:00,C177,50.53,0.0,0,-84.0,1,1,6
U016,2025-04-06 07:00:00,C177,0.64,5.95,0,-80.9,0,1,7
U016,2025-04-06 08:00:00,C177,15.3,8.01,0,-84.2,0,1,8
U016,2025-04-06 09:00:00,C177,9.38,0.0,0,-87.5,0,1,9
U016,2025-04-06 10:00:00,C177,15.15,0.29,0,-84.8,0,1,10
U016,2025-04-06 11:00:00,C177,35.5,0.0,0,-86.2,0,1,11
U016,2025-04-06 12:00:00,C177,148.46,0.0,0,-85.9,0,1,12
U016,2025-04-06 13:00:00,C177,23.09,0.0,0,-84.1,0,1,13
U016,2025-04-06 14:00:00,C129,10.94,0.34,0,-86.3,1,1,14
U016,2025-04-06 15:00:00,C129,73.44,0.0,2,-89.4,0,1,15
U016,2025-04-06 16:00:00,C129,40.29,0.78,0,-86.1,0,1,16
U016,2025-04-06 17:00:00,C129,31.79,1.13,0,-94.1,0,1,17
U016,2025-04-06 18:00:00,C129,94.13,0.18,0,-86.7,0,1,18
U016,2025-04-06 19:00:00,C107,23.42,1.17,1,-90.5,1,1,19
U016,2025-04-06 20:00:00,C107,90.46,0.04,0,-94.1,0,1,20
U016,2025-04-06 21:00:00,C107,27.27,5.0,0,-82.1,0,1,21
U016,2025-04-06 22:00:00,C107,13.74,1.4,0,-80.3,0,1,22
U016,2025-04-06 23:00:00,C107,21.01,0.39,0,-85.1,0,1,23
U016,2025-04-07 00:00:00,C107,0.37,0.0,1,-86.6,0,0,0
U016,2025-04-07 01:00:00,C107,25.41,0.98,0,-92.5,0,0,1
U016,2025-04-07 02:00:00,C107,0.95,0.41,0,-91.6,0,0,2
U016,2025-04-07 03:00:00,C107,15.66,0.59,0,-69.3,0,0,3
U016,2025-04-07 04:00:00,C107,23.39,0.0,4,-80.5,0,0,4
U016,2025-04-07 05:00:00,C118,16.24,0.0,2,-84.1,1,0,5
U016,2025-04-07 06:00:00,C118,7.63,1.95,3,-80.2,0,0,6
U016,2025-04-07 07:00:00,C118,3.72,0.0,0,-90.9,0,0,7
U016,2025-04-07 08:00:00,C118,57.97,2.07,0,-95.8,0,0,8
U016,2025-04-07 09:00:00,C118,26.13,5.18,0,-91.9,0,0,9
U016,2025-04-07 10:00:00,C163,22.64,9.11,0,-83.9,1,0,10
U016,2025-04-07 11:00:00,C163,32.42,4.32,0,-84.5,0,0,11
U016,2025-04-07 12:00:00,C163,2.55,2.51,0,-78.5,0,0,12
U016,2025-04-07 13:00:00,C163,1.35,3.2,0,-92.8,0,0,13
U016,2025-04-07 14:00:00,C163,9.7,1.7,0,-81.3,0,0,14
U016,2025-04-07 15:00:00,C163,14.27,0.0,0,-89.0,0,0,15
U016,2025-04-07 16:00:00,C163,34.41,4.95,0,-90.6,0,0,16
U016,2025-04-07 17:00:00,C163,46.55,2.32,1,-88.4,0,0,17
U016,2025-04-07 18:00:00,C163,6.88,1.12,0,-84.0,0,0,18
U016,2025-04-07 19:00:00,C163,29.46,4.42,0,-95.7,0,0,19
U016,2025-04-07 20:00:00,C163,4.93,0.81,0,-90.5,0,0,20
U016,2025-04-07 21:00:00,C163,17.45,0.0,1,-90.0,0,0,21
U016,2025-04-07 22:00:00,C163,49.86,0.0,2,-88.5,0,0,22
U016,2025-04-07 23:00:00,C163,97.37,0.0,0,-82.8,0,0,23
U017,2025-04-01 00:00:00,C138,7.96,5.33,0,-90.2,0,0,0
U017,2025-04-01 01:00:00,C138,23.61,0.0,0,-95.8,0,0,1
U017,2025-04-01 02:00:00,C138,13.07,0.0,1,-90.3,0,0,2
U017,2025-04-01 03:00:00,C138,1.53,0.0,1,-84.8,0,0,3
U017,2025-04-01 04:00:00,C138,17.25,16.19,0,-83.0,0,0,4
U017,2025-04-01 05:00:00,C188,3.27,1.49,0,-75.0,1,0,5
U017,2025-04-01 06:00:00,C188,24.41,0.0,1,-89.8,0,0,6
U017,2025-04-01 07:00:00,C188,60.64,0.0,0,-92.5,0,0,7
U017,2025-04-01 08:00:00,C188,89.71,0.46,0,-86.2,0,0,8
U017,2025-04-01 09:00:00,C188,23.57,6.97,0,-82.3,0,0,9
U017,2025-04-01 10:00:00,C188,50.98,0.0,0,-88.2,0,0,10
U017,2025-04-01 11:00:00,C188,14.84,2.44,0,-88.6,0,0,11
U017,2025-04-01 12:00:00,C188,74.61,10.36,1,-77.7,0,0,12
U017,2025-04-01 13:00:00,C188,33.67,0.15,0,-86.6,0,0,13
U017,2025-04-01 14:00:00,C188,9.92,10.78,1,-87.9,0,0,14
U017,2025-04-01 15:00:00,C158,38.34,0.0,0,-87.6,1,0,15
U017,2025-04-01 16:00:00,C158,15.05,0.0,0,-81.9,0,0,16
U017,2025-04-01 17:00:00,C158,3.43,2.42,0,-83.4,0,0,17
U017,2025-04-01 18:00:00,C158,18.17,1.84,0,-76.6,0,0,18
U017,2025-04-01 19:00:00,C195,1.3,0.0,0,-89.3,1,0,19
U017,2025-04-01 20:00:00,C195,52.68,7.01,1,-92.0,0,0,20
U017,2025-04-01 21:00:00,C195,15.5,4.6,1,-82.6,0,0,21
U017,2025-04-01 22:00:00,C195,51.89,0.0,0,-91.7,0,0,22
U017,2025-04-01 23:00:00,C195,22.98,11.16,0,-97.1,0,0,23
U017,2025-04-02 00:00:00,C195,33.58,1.51,0,-86.4,0,0,0
U017,2025-04-02 01:00:00,C195,3.11,14.17,2,-86.8,0,0,1
U017,2025-04-02 02:00:00,C152,54.77,3.65,0,-77.9,1,0,2
U017,2025-04-02 03:00:00,C138,5.25,18.88,0,-86.0,1,0,3
U017,2025-04-02 04:00:00,C138,0.42,1.71,0,-83.0,0,0,4
U017,2025-04-02 05:00:00,C138,3.73,0.43,1,-93.2,0,0,5
U017,2025-04-02 06:00:00,C171,10.38,17.66,0,-88.5,1,0,6
U017,2025-04-02 07:00:00,C171,12.47,2.2,2,-81.2,0,0,7
U017,2025-04-02 08:00:00,C171,6.76,10.1,0,-88.1,0,0,8
U017,2025-04-02 09:00:00,C178,67.27,0.0,0,-81.0,1,0,9
U017,2025-04-02 10:00:00,C161,54.06,4.69,0,-84.2,1,0,10
U017,2025-04-02 11:00:00,C161,25.39,0.0,0,-80.2,0,0,11
U017,2025-04-02 12:00:00,C161,47.67,0.09,2,-73.9,0,0,12
U017,2025-04-02 13:00:00,C161,76.22,0.0,0,-84.5,0,0,13
U017,2025-04-02 14:00:00,C161,38.3,0.0,0,-81.9,0,0,14
U017,2025-04-02 15:00:00,C161,28.2,6.96,0,-74.3,0,0,15
U017,2025-04-02 16:00:00,C161,20.87,0.42,0,-88.0,0,0,16
U017,2025-04-02 17:00:00,C161,12.54,3.12,0,-79.7,0,0,17
U017,2025-04-02 18:00:00,C161,26.95,2.62,0,-91.9,0,0,18
U017,2025-04-02 19:00:00,C161,8.51,1.1,0,-83.3,0,0,19
U017,2025-04-02 20:00:00,C151,72.18,0.0,0,-77.4,1,0,20
U017,2025-04-02 21:00:00,C151,20.19,0.0,2,-94.0,0,0,21
U017,2025-04-02 22:00:00,C151,13.74,4.03,0,-82.6,0,0,22
U017,2025-04-02 23:00:00,C151,23.16,4.09,0,-84.1,0,0,23
U017,2025-04-03 00:00:00,C151,102.89,2.44,0,-86.8,0,0,0
U017,2025-04-03 01:00:00,C186,6.53,3.13,4,-85.2,1,0,1
U017,2025-04-03 02:00:00,C183,22.18,5.16,0,-74.2,1,0,2
U017,2025-04-03 03:00:00,C135,32.55,0.0,0,-91.5,1,0,3
U017,2025-04-03 04:00:00,C135,12.88,1.25,0,-80.6,0,0,4
U017,2025-04-03 05:00:00,C104,6.45,3.41,0,-85.1,1,0,5
U017,2025-04-03 06:00:00,C104,2.23,3.15,0,-92.1,0,0,6
U017,2025-04-03 07:00:00,C104,3.35,0.0,0,-81.3,0,0,7
U017,2025-04-03 08:00:00,C141,6.56,4.64,1,-79.5,1,0,8
U017,2025-04-03 09:00:00,C141,68.63,0.68,0,-85.0,0,0,9
U017,2025-04-03 10:00:00,C141,52.04,2.69,0,-87.1,0,0,10
U017,2025-04-03 11:00:00,C141,3.79,2.48,0,-101.6,0,0,11
U017,2025-04-03 12:00:00,C141,4.97,5.13,0,-89.7,0,0,12
U017,2025-04-03 13:00:00,C141,44.37,0.0,0,-71.4,0,0,13
U017,2025-04-03 14:00:00,C141,14.45,1.23,0,-82.7,0,0,14
U017,2025-04-03 15:00:00,C141,19.56,0.0,0,-85.4,0,0,15
U017,2025-04-03 16:00:00,C141,7.13,3.79,0,-90.8,0,0,16
U017,2025-04-03 17:00:00,C141,10.27,2.19,0,-86.1,0,0,17
U017,2025-04-03 18:00:00,C141,12.02,1.73,0,-84.7,0,0,18
U017,2025-04-03 19:00:00,C141,58.67,3.5,0,-90.2,0,0,19
